RT,Syllable,Position,Block,Subject,Condition,Trial
0.503,fu,2,1,6,1,14
0.437,fu,2,1,6,1,29
0.419,fu,2,1,6,1,41
0.525,ru,1,1,6,1,7
0.567,ru,1,1,6,1,28
0.536,ru,1,1,6,1,34
0.705,ru,1,1,6,1,40
0.454,ge,2,1,6,1,14
0.521,ge,2,1,6,1,23
0.443,ge,2,1,6,1,32
0.439,ge,2,1,6,1,41
0.667,su,3,1,6,1,45
0.536,me,3,1,6,1,6
0.554,me,3,1,6,1,18
0.485,me,3,1,6,1,24
0.539,ti,2,1,6,1,5
0.201,ti,2,1,6,1,22
0.087,ti,2,1,6,1,28
0.253,ti,2,1,6,1,37
0.485,ta,1,1,6,1,31
0.451,ta,1,1,6,1,37
0.424,ta,1,1,6,1,43
0.393,pu,2,1,6,1,8
0.601,pu,2,1,6,1,29
0.505,pu,2,1,6,1,35
0.541,pu,2,1,6,1,41
0.558,ko,3,1,6,1,9
0.539,ko,3,1,6,1,15
0.872,ko,3,1,6,1,43
0.419,ge,2,1,6,1,14
0.389,ge,2,1,6,1,32
0.501,ge,2,1,6,1,44
0.54,ru,1,1,6,1,10
0.536,ru,1,1,6,1,25
0.674,ru,1,1,6,1,34
0.71,ru,1,1,6,1,40
0.451,su,3,1,6,1,12
0.484,su,3,1,6,1,21
0.406,su,3,1,6,1,36
0.521,su,3,1,6,1,42
0.507,re,1,1,6,1,13
0.467,re,1,1,6,1,22
0.583,re,1,1,6,1,40
0.588,ni,3,1,6,1,9
0.605,ni,3,1,6,1,15
0.652,ni,3,1,6,1,27
0.518,ni,3,1,6,1,36
0.575,fu,2,1,6,1,11
0.536,fu,2,1,6,1,26
0.684,fu,2,1,6,1,35
0.486,fu,2,1,6,1,41
0.385,ta,1,1,6,1,4
0.452,ta,1,1,6,1,28
0.204,ti,2,1,6,1,4
0.521,ti,2,1,6,1,11
0.167,ti,2,1,6,1,31
0.158,ti,2,1,6,1,37
0.587,me,3,1,6,1,6
0.488,me,3,1,6,1,18
0.705,me,3,1,6,1,24
0.601,pu,2,1,6,1,11
0.553,pu,2,1,6,1,20
0.635,pu,2,1,6,1,26
0.47,pu,2,1,6,1,35
0.568,ru,1,1,6,1,10
0.536,ru,1,1,6,1,19
0.452,ru,1,1,6,1,25
0.507,ru,1,1,6,1,43
0.524,ko,3,1,6,1,6
0.569,ko,3,1,6,1,18
0.602,ko,3,1,6,1,30
0.569,re,1,1,6,1,4
0.536,re,1,1,6,1,13
0.535,re,1,1,6,1,31
0.617,re,1,1,6,1,43
0.469,fu,2,1,6,1,5
0.486,fu,2,1,6,1,17
0.468,fu,2,1,6,1,29
0.654,fu,2,1,6,1,41
0.518,ni,3,1,6,1,9
0.587,ni,3,1,6,1,15
0.523,ni,3,1,6,1,21
0.508,ge,2,1,6,1,5
0.506,ge,2,1,6,1,17
0.652,ge,2,1,6,1,41
0.519,fe,1,1,6,1,10
0.572,fe,1,1,6,1,40
0.533,ta,1,1,7,1,10
0.436,ta,1,1,7,1,16
0.519,ta,1,1,7,1,28
0.486,ta,1,1,7,1,40
0.418,ti,2,1,7,1,11
0.593,ti,2,1,7,1,23
0.617,ti,2,1,7,1,29
0.387,ti,2,1,7,1,44
0.452,me,3,1,7,1,6
0.409,me,3,1,7,1,15
0.452,me,3,1,7,1,21
0.45,me,3,1,7,1,39
0.397,pu,2,1,7,1,11
0.443,pu,2,1,7,1,20
0.41,pu,2,1,7,1,44
0.475,su,3,1,7,1,9
0.451,su,3,1,7,1,21
0.626,su,3,1,7,1,27
0.441,su,3,1,7,1,36
0.452,ru,1,1,7,1,7
0.471,ru,1,1,7,1,13
0.503,ru,1,1,7,1,25
0.451,ru,1,1,7,1,34
0.518,ko,3,1,7,1,9
0.434,ko,3,1,7,1,15
0.467,ko,3,1,7,1,21
0.455,ko,3,1,7,1,45
0.475,re,1,1,7,1,4
0.435,re,1,1,7,1,25
0.456,re,1,1,7,1,31
0.517,re,1,1,7,1,40
0.522,fu,2,1,7,1,8
0.618,fu,2,1,7,1,14
0.601,ni,3,1,7,1,9
0.602,ni,3,1,7,1,15
0.651,ni,3,1,7,1,39
0.836,ni,3,1,7,1,46
0.457,ge,2,1,7,1,5
0.435,ge,2,1,7,1,14
0.474,ge,2,1,7,1,20
0.391,ge,2,1,7,1,38
0.475,fe,1,1,7,1,7
0.72,fe,1,1,7,1,19
0.737,fe,1,1,7,1,25
0.441,fe,1,1,7,1,34
0.453,pu,2,1,7,1,8
0.388,pu,2,1,7,1,26
0.458,pu,2,1,7,1,35
0.459,ta,1,1,7,1,7
0.487,ta,1,1,7,1,13
0.503,ta,1,1,7,1,43
0.434,me,3,1,7,1,15
0.484,me,3,1,7,1,24
0.469,me,3,1,7,1,33
0.475,me,3,1,7,1,42
0.618,fe,1,1,7,1,10
0.635,fe,1,1,7,1,34
0.569,fe,1,1,7,1,43
0.433,ko,3,1,7,1,12
1.102,ko,3,1,7,1,19
0.568,ko,3,1,7,1,30
0.42,ko,3,1,7,1,42
0.568,ti,2,1,7,1,17
0.518,ti,2,1,7,1,23
0.452,ti,2,1,7,1,32
0.454,ni,3,1,7,1,9
0.536,ni,3,1,7,1,30
0.584,ni,3,1,7,1,36
0.464,ni,3,1,7,1,42
0.488,re,1,1,7,1,13
0.652,re,1,1,7,1,19
0.501,re,1,1,7,1,31
0.558,re,1,1,7,1,43
0.458,fu,2,1,7,1,5
0.489,fu,2,1,7,1,17
0.735,fu,2,1,7,1,29
0.555,fu,2,1,7,1,41
0.459,ru,1,1,7,1,7
0.433,ru,1,1,7,1,28
0.509,ru,1,1,7,1,34
0.491,ru,1,1,7,1,40
0.435,ge,2,1,7,1,5
0.136,ge,2,1,7,1,13
0.44,ge,2,1,7,1,32
0.493,ge,2,1,7,1,44
0.466,su,3,1,7,1,12
0.477,su,3,1,7,1,24
0.468,su,3,1,7,1,30
0.419,su,3,1,7,1,45
0.468,me,3,1,7,1,9
0.47,me,3,1,7,1,15
0.588,me,3,1,7,1,21
0.425,me,3,1,7,1,33
0.387,ti,2,1,7,1,8
0.637,ti,2,1,7,1,26
0.452,ti,2,1,7,1,35
0.618,ta,1,1,7,1,13
0.694,ta,1,1,7,1,19
0.471,ta,1,1,7,1,43
0.407,pu,2,1,7,1,11
0.612,pu,2,1,7,1,20
0.439,pu,2,1,7,1,26
0.488,ko,3,1,7,1,9
0.484,ko,3,1,7,1,21
1.171,ko,3,1,7,1,29
0.435,ko,3,1,7,1,39
0.492,fe,1,1,7,1,4
0.6,fe,1,1,7,1,16
0.561,fe,1,1,7,1,22
0.459,fe,1,1,7,1,31
0.452,ge,2,1,7,1,5
0.434,ge,2,1,7,1,17
0.534,ge,2,1,7,1,23
0.431,ge,2,1,7,1,35
0.451,ru,1,1,7,1,7
0.788,ru,1,1,7,1,14
0.606,ru,1,1,7,1,19
0.47,ru,1,1,7,1,34
0.421,su,3,1,7,1,12
0.454,su,3,1,7,1,36
0.525,su,3,1,7,1,42
0.668,re,1,1,7,1,4
0.384,re,1,1,7,1,16
0.651,re,1,1,7,1,22
0.485,re,1,1,7,1,34
0.553,ni,3,1,7,1,18
0.485,ni,3,1,7,1,27
0.494,ni,3,1,7,1,36
0.502,ni,3,1,7,1,42
0.52,fu,2,1,7,1,5
0.511,fu,2,1,7,1,17
0.603,fu,2,1,7,1,26
0.571,fu,2,1,7,1,32
0.484,ta,1,1,8,1,10
0.335,ta,1,1,8,1,15
0.502,ta,1,1,8,1,40
0.353,ti,2,1,8,1,10
0.354,ti,2,1,8,1,16
0.553,ti,2,1,8,1,29
0.355,ti,2,1,8,1,37
0.421,me,3,1,8,1,15
0.418,me,3,1,8,1,21
0.454,me,3,1,8,1,33
0.408,pu,2,1,8,1,11
0.342,pu,2,1,8,1,25
0.419,pu,2,1,8,1,44
0.402,su,3,1,8,1,12
0.418,su,3,1,8,1,21
0.402,su,3,1,8,1,36
0.419,su,3,1,8,1,42
0.389,ru,1,1,8,1,16
0.551,ru,1,1,8,1,25
0.357,ru,1,1,8,1,33
0.483,ru,1,1,8,1,40
0.404,ko,3,1,8,1,9
0.385,ko,3,1,8,1,15
1.048,ko,3,1,8,1,22
0.403,ko,3,1,8,1,45
0.406,re,1,1,8,1,16
0.425,re,1,1,8,1,28
0.386,re,1,1,8,1,40
0.419,fu,2,1,8,1,8
0.553,fu,2,1,8,1,20
0.541,fu,2,1,8,1,26
0.439,fu,2,1,8,1,38
0.418,ni,3,1,8,1,18
0.567,ni,3,1,8,1,27
0.403,ni,3,1,8,1,36
0.521,ni,3,1,8,1,42
0.499,ge,2,1,8,1,14
0.356,ge,2,1,8,1,19
0.317,ge,2,1,8,1,31
0.425,fe,1,1,8,1,4
0.502,fe,1,1,8,1,10
0.442,fe,1,1,8,1,31
0.505,fe,1,1,8,1,37
0.41,me,3,1,8,1,15
0.483,me,3,1,8,1,24
0.353,me,3,1,8,1,41
0.466,ti,2,1,8,1,5
0.691,ti,2,1,8,1,29
0.588,ta,1,1,8,1,10
0.551,ta,1,1,8,1,16
0.566,ta,1,1,8,1,28
0.535,ta,1,1,8,1,40
0.436,pu,2,1,8,1,5
0.452,pu,2,1,8,1,26
0.356,pu,2,1,8,1,34
0.406,pu,2,1,8,1,44
0.486,ko,3,1,8,1,6
0.417,ko,3,1,8,1,18
0.441,ko,3,1,8,1,30
0.484,ko,3,1,8,1,42
0.421,fe,1,1,8,1,10
0.527,fe,1,1,8,1,28
0.418,fe,1,1,8,1,43
0.407,ge,2,1,8,1,5
0.405,ge,2,1,8,1,14
0.406,ge,2,1,8,1,20
0.386,ge,2,1,8,1,38
0.493,ru,1,1,8,1,19
0.519,ru,1,1,8,1,25
0.403,su,3,1,8,1,12
0.44,su,3,1,8,1,24
0.65,su,3,1,8,1,30
0.476,su,3,1,8,1,45
0.471,re,1,1,8,1,4
0.509,re,1,1,8,1,16
0.436,re,1,1,8,1,40
0.552,ni,3,1,8,1,6
0.452,ni,3,1,8,1,27
0.585,ni,3,1,8,1,36
0.473,ni,3,1,8,1,45
0.54,fu,2,1,8,1,11
0.41,fu,2,1,8,1,26
0.444,fu,2,1,8,1,35
0.486,fu,2,1,8,1,41
0.39,pu,2,1,8,1,20
0.418,pu,2,1,8,1,26
0.402,pu,2,1,8,1,44
0.437,ta,1,1,8,1,7
0.403,ta,1,1,8,1,19
0.624,ta,1,1,8,1,25
0.723,ta,1,1,8,1,37
0.45,me,3,1,8,1,9
0.617,me,3,1,8,1,30
0.417,me,3,1,8,1,39
0.439,me,3,1,8,1,45
0.45,fe,1,1,8,1,4
0.669,fe,1,1,8,1,16
0.462,fe,1,1,8,1,22
0.438,ko,3,1,8,1,12
0.42,ko,3,1,8,1,27
0.521,ko,3,1,8,1,36
0.402,ti,2,1,8,1,11
0.483,ti,2,1,8,1,20
0.617,ti,2,1,8,1,35
0.57,ti,2,1,8,1,41
0.519,ni,3,1,8,1,18
0.418,ni,3,1,8,1,27
0.384,ni,3,1,8,1,36
0.516,ni,3,1,8,1,42
0.459,re,1,1,8,1,7
0.518,re,1,1,8,1,28
0.421,re,1,1,8,1,37
0.668,re,1,1,8,1,43
0.504,fu,2,1,8,1,8
0.435,fu,2,1,8,1,20
0.548,fu,2,1,8,1,44
0.419,ru,1,1,8,1,10
0.608,ru,1,1,8,1,34
0.42,ru,1,1,8,1,40
0.487,ge,2,1,8,1,8
0.439,ge,2,1,8,1,14
0.335,ge,2,1,8,1,31
0.501,su,3,1,8,1,6
0.411,su,3,1,8,1,24
0.525,su,3,1,8,1,30
0.433,su,3,1,8,1,39
0.733,me,3,1,9,1,6
0.339,me,3,1,9,1,23
0.306,me,3,1,9,1,35
0.542,ti,2,1,9,1,5
0.622,ti,2,1,9,1,17
0.502,ti,2,1,9,1,23
0.506,ti,2,1,9,1,32
0.603,ta,1,1,9,1,7
0.688,ta,1,1,9,1,13
0.634,ta,1,1,9,1,43
0.413,pu,2,1,9,1,14
0.44,pu,2,1,9,1,26
0.437,pu,2,1,9,1,35
0.439,ko,3,1,9,1,24
0.653,ko,3,1,9,1,33
0.463,ko,3,1,9,1,45
0.64,fe,1,1,9,1,4
0.669,fe,1,1,9,1,31
0.437,ge,2,1,9,1,5
0.42,ge,2,1,9,1,14
0.778,ge,2,1,9,1,21
0.17,ge,2,1,9,1,37
0.625,ru,1,1,9,1,7
0.518,ru,1,1,9,1,28
0.702,ru,1,1,9,1,34
0.69,ru,1,1,9,1,40
0.551,su,3,1,9,1,9
0.435,su,3,1,9,1,21
0.569,su,3,1,9,1,27
0.552,re,1,1,9,1,4
0.723,re,1,1,9,1,13
0.471,re,1,1,9,1,31
0.821,re,1,1,9,1,44
0.569,ni,3,1,9,1,6
0.386,ni,3,1,9,1,27
0.455,ni,3,1,9,1,36
0.84,fu,2,1,9,1,12
0.53,fu,2,1,9,1,23
1.117,fu,2,1,9,1,33
0.536,fu,2,1,9,1,44
0.673,pu,2,1,9,1,11
0.548,pu,2,1,9,1,20
0.353,pu,2,1,9,1,34
0.572,ta,1,1,9,1,4
0.783,ta,1,1,9,1,17
0.6,ta,1,1,9,1,28
0.605,ta,1,1,9,1,40
0.384,me,3,1,9,1,9
0.101,me,3,1,9,1,14
0.354,me,3,1,9,1,20
0.619,fe,1,1,9,1,4
0.618,fe,1,1,9,1,22
0.77,fe,1,1,9,1,29
0.588,fe,1,1,9,1,37
0.658,ko,3,1,9,1,9
0.519,ko,3,1,9,1,21
0.402,ko,3,1,9,1,27
0.455,ko,3,1,9,1,39
0.786,ti,2,1,9,1,18
0.853,ti,2,1,9,1,30
0.852,ti,2,1,9,1,39
0.602,ni,3,1,9,1,6
0.682,ni,3,1,9,1,36
0.904,ni,3,1,9,1,46
0.818,re,1,1,9,1,5
0.506,re,1,1,9,1,16
0.555,re,1,1,9,1,28
0.535,re,1,1,9,1,40
0.602,fu,2,1,9,1,5
0.453,fu,2,1,9,1,29
1.121,fu,2,1,9,1,42
1.084,ru,1,1,9,1,11
0.551,ru,1,1,9,1,19
0.601,ru,1,1,9,1,25
1.067,ru,1,1,9,1,35
0.456,ge,2,1,9,1,5
0.566,ge,2,1,9,1,17
0.386,ge,2,1,9,1,23
0.42,ge,2,1,9,1,35
0.637,su,3,1,9,1,12
0.626,su,3,1,9,1,21
0.787,su,3,1,9,1,37
0.783,su,3,1,9,1,43
0.469,ta,1,1,9,1,7
0.954,ta,1,1,9,1,14
0.454,ta,1,1,9,1,28
0.641,ta,1,1,9,1,40
0.657,ti,2,1,9,1,5
0.69,ti,2,1,9,1,17
0.587,ti,2,1,9,1,23
0.504,ti,2,1,9,1,32
0.393,me,3,1,9,1,6
0.475,me,3,1,9,1,27
0.553,me,3,1,9,1,33
0.602,me,3,1,9,1,42
0.803,pu,2,1,9,1,18
0.436,pu,2,1,9,1,26
1.155,pu,2,1,9,1,37
0.621,pu,2,1,9,1,41
0.442,su,3,1,9,1,12
0.341,su,3,1,9,1,17
0.47,su,3,1,9,1,30
0.45,su,3,1,9,1,39
0.457,ru,1,1,9,1,7
0.891,ru,1,1,9,1,14
0.451,ru,1,1,9,1,19
0.904,ru,1,1,9,1,35
0.74,ko,3,1,9,1,6
0.699,ko,3,1,9,1,30
0.457,re,1,1,9,1,13
0.573,re,1,1,9,1,19
0.57,re,1,1,9,1,31
0.618,re,1,1,9,1,43
0.638,fu,2,1,9,1,8
0.587,fu,2,1,9,1,14
0.521,fu,2,1,9,1,20
0.609,ni,3,1,9,1,9
0.908,ni,3,1,9,1,16
0.535,ni,3,1,9,1,27
0.721,ni,3,1,9,1,36
0.488,ge,2,1,9,1,5
0.492,ge,2,1,9,1,17
0.389,ge,2,1,9,1,29
0.418,ge,2,1,9,1,41
0.472,fe,1,1,9,1,10
0.471,fe,1,1,9,1,22
0.452,fe,1,1,9,1,43
0.3862,ta,1,1,10,1,4
0.5851,ta,1,1,10,1,16
0.3873,ta,1,1,10,1,28
0.4526,ti,2,1,10,1,14
0.5345,ti,2,1,10,1,32
0.5587,ti,2,1,10,1,38
0.6586,ti,2,1,10,1,44
0.4483,me,3,1,10,1,15
0.4804,me,3,1,10,1,24
0.4465,me,3,1,10,1,33
0.489,me,3,1,10,1,42
0.5112,pu,2,1,10,1,14
0.4568,pu,2,1,10,1,26
0.4378,pu,2,1,10,1,35
0.4253,su,3,1,10,1,6
0.4692,su,3,1,10,1,12
0.4428,su,3,1,10,1,36
0.6672,su,3,1,10,1,45
0.5036,ru,1,1,10,1,4
0.4425,ru,1,1,10,1,25
0.4513,ru,1,1,10,1,34
0.502,ru,1,1,10,1,43
0.4917,ko,3,1,10,1,9
0.6946,ko,3,1,10,1,15
0.4527,ko,3,1,10,1,30
1.0034,ko,3,1,10,1,43
0.6026,re,1,1,10,1,4
0.43,re,1,1,10,1,34
0.7242,fu,2,1,10,1,8
0.9868,fu,2,1,10,1,21
0.8891,fu,2,1,10,1,39
0.5033,ni,3,1,10,1,9
0.7111,ni,3,1,10,1,15
0.4258,ni,3,1,10,1,39
0.6535,ni,3,1,10,1,45
0.5185,ge,2,1,10,1,5
0.717,ge,2,1,10,1,17
0.5712,ge,2,1,10,1,29
0.536,ge,2,1,10,1,41
0.8134,fe,1,1,10,1,5
0.5903,fe,1,1,10,1,16
0.6984,fe,1,1,10,1,22
0.7128,fe,1,1,10,1,31
0.0878,me,3,1,10,1,14
0.1803,me,3,1,10,1,20
0.2303,me,3,1,10,1,32
0.594,ti,2,1,10,1,11
0.6157,ti,2,1,10,1,17
0.5255,ti,2,1,10,1,29
0.5584,ti,2,1,10,1,38
0.6758,ta,1,1,10,1,4
0.4555,ta,1,1,10,1,16
0.4864,ta,1,1,10,1,25
0.6555,ta,1,1,10,1,31
0.581,pu,2,1,10,1,17
0.503,pu,2,1,10,1,26
0.4431,pu,2,1,10,1,35
0.4764,pu,2,1,10,1,41
0.422,ko,3,1,10,1,12
0.4358,ko,3,1,10,1,27
0.4701,ko,3,1,10,1,36
0.4938,ko,3,1,10,1,42
0.4332,fe,1,1,10,1,4
0.8652,fe,1,1,10,1,11
0.4877,fe,1,1,10,1,34
0.5186,fe,1,1,10,1,43
0.4367,ge,2,1,10,1,8
0.1143,ge,2,1,10,1,28
0.5167,ge,2,1,10,1,38
0.5136,ge,2,1,10,1,44
0.4504,ru,1,1,10,1,10
0.5508,ru,1,1,10,1,19
0.5955,ru,1,1,10,1,25
0.5342,ru,1,1,10,1,43
0.4675,su,3,1,10,1,9
0.4648,su,3,1,10,1,21
0.6864,su,3,1,10,1,27
0.5219,su,3,1,10,1,36
0.5069,ni,3,1,10,1,12
0.5025,ni,3,1,10,1,21
0.6407,ni,3,1,10,1,27
0.5471,ni,3,1,10,1,36
0.5179,fu,2,1,10,1,17
0.5016,fu,2,1,10,1,26
0.7248,fu,2,1,10,1,32
0.4495,pu,2,1,10,1,11
0.4679,pu,2,1,10,1,20
0.4492,pu,2,1,10,1,26
0.4218,pu,2,1,10,1,44
0.5549,ta,1,1,10,1,7
0.7253,ta,1,1,10,1,13
0.5179,me,3,1,10,1,15
0.5874,me,3,1,10,1,33
0.5536,me,3,1,10,1,45
0.4738,fe,1,1,10,1,4
0.2065,fe,1,1,10,1,30
0.8635,fe,1,1,10,1,38
0.5247,ko,3,1,10,1,12
0.5355,ko,3,1,10,1,18
0.5098,ko,3,1,10,1,30
0.5228,ko,3,1,10,1,42
0.4471,ti,2,1,10,1,5
0.5596,ti,2,1,10,1,23
0.4105,ti,2,1,10,1,29
0.6022,ti,2,1,10,1,38
0.5031,ni,3,1,10,1,9
0.5753,ni,3,1,10,1,30
0.6916,ni,3,1,10,1,36
0.5676,ni,3,1,10,1,42
0.6063,re,1,1,10,1,13
1.0681,re,1,1,10,1,23
0.655,re,1,1,10,1,40
1.168,fu,2,1,10,1,7
0.6065,fu,2,1,10,1,17
0.5183,fu,2,1,10,1,26
0.4679,fu,2,1,10,1,32
0.5914,ru,1,1,10,1,10
0.4736,ru,1,1,10,1,25
0.4867,ru,1,1,10,1,34
0.5314,ru,1,1,10,1,40
0.5481,ge,2,1,10,1,5
0.2315,ge,2,1,10,1,16
0.6849,ge,2,1,10,1,23
0.583,ge,2,1,10,1,35
0.562,su,3,1,10,1,6
0.4112,su,3,1,10,1,24
0.6841,su,3,1,10,1,30
0.6659,su,3,1,10,1,39
0.417,pu,2,1,11,1,8
0.334,pu,2,1,11,1,13
0.389,pu,2,1,11,1,26
0.618,pu,2,1,11,1,35
0.673,ta,1,1,11,1,7
0.468,ta,1,1,11,1,19
0.57,ta,1,1,11,1,25
0.853,ta,1,1,11,1,38
0.396,me,3,1,11,1,6
0.518,me,3,1,11,1,15
0.586,me,3,1,11,1,21
0.569,me,3,1,11,1,39
0.555,fe,1,1,11,1,4
0.474,fe,1,1,11,1,16
0.605,fe,1,1,11,1,22
0.436,fe,1,1,11,1,31
0.504,ko,3,1,11,1,6
0.569,ko,3,1,11,1,18
0.504,ko,3,1,11,1,30
0.718,ko,3,1,11,1,42
0.569,ti,2,1,11,1,5
0.574,ti,2,1,11,1,23
0.569,ti,2,1,11,1,38
0.621,ni,3,1,11,1,12
0.583,ni,3,1,11,1,27
0.636,ni,3,1,11,1,42
0.452,re,1,1,11,1,4
0.486,re,1,1,11,1,25
0.635,re,1,1,11,1,40
0.402,fu,2,1,11,1,8
0.503,fu,2,1,11,1,14
0.635,fu,2,1,11,1,20
0.534,fu,2,1,11,1,44
0.453,ru,1,1,11,1,4
0.566,ru,1,1,11,1,25
1.035,ru,1,1,11,1,35
0.867,ge,2,1,11,1,9
0.47,ge,2,1,11,1,29
0.658,ge,2,1,11,1,38
0.503,ge,2,1,11,1,44
0.59,su,3,1,11,1,12
0.489,su,3,1,11,1,24
0.518,su,3,1,11,1,30
0.525,su,3,1,11,1,45
0.554,me,3,1,11,1,9
0.576,me,3,1,11,1,15
0.535,me,3,1,11,1,21
0.487,me,3,1,11,1,33
0.534,ti,2,1,11,1,11
0.785,ti,2,1,11,1,21
0.586,ti,2,1,11,1,35
0.519,ta,1,1,11,1,4
0.508,ta,1,1,11,1,16
0.784,ta,1,1,11,1,26
0.72,ta,1,1,11,1,31
0.518,pu,2,1,11,1,11
0.523,pu,2,1,11,1,26
0.504,pu,2,1,11,1,35
0.619,ko,3,1,11,1,6
0.636,ko,3,1,11,1,18
0.549,ko,3,1,11,1,27
0.552,ko,3,1,11,1,33
0.519,fe,1,1,11,1,4
0.873,fe,1,1,11,1,11
0.64,fe,1,1,11,1,37
0.533,ge,2,1,11,1,5
0.487,ge,2,1,11,1,26
0.507,ge,2,1,11,1,32
0.618,ge,2,1,11,1,41
0.684,ru,1,1,11,1,10
0.651,ru,1,1,11,1,25
0.502,su,3,1,11,1,6
0.657,su,3,1,11,1,12
0.542,su,3,1,11,1,33
0.586,su,3,1,11,1,39
0.6,re,1,1,11,1,4
0.718,re,1,1,11,1,13
0.568,re,1,1,11,1,31
0.634,re,1,1,11,1,43
0.643,ni,3,1,11,1,9
0.722,ni,3,1,11,1,15
0.586,ni,3,1,11,1,21
0.622,ni,3,1,11,1,36
0.565,fu,2,1,11,1,8
0.818,fu,2,1,11,1,15
0.552,fu,2,1,11,1,29
0.841,fu,2,1,11,1,42
0.572,ta,1,1,11,1,4
0.635,ta,1,1,11,1,16
0.689,ta,1,1,11,1,28
0.786,ta,1,1,11,1,41
0.523,ti,2,1,11,1,5
0.633,ti,2,1,11,1,23
0.666,ti,2,1,11,1,38
0.584,me,3,1,11,1,15
0.51,me,3,1,11,1,24
0.536,me,3,1,11,1,33
0.518,me,3,1,11,1,42
0.808,pu,2,1,11,1,9
0.741,pu,2,1,11,1,35
0.456,su,3,1,11,1,9
0.62,su,3,1,11,1,21
0.685,su,3,1,11,1,27
0.82,su,3,1,11,1,37
0.55,ru,1,1,11,1,16
0.674,ru,1,1,11,1,25
0.553,ru,1,1,11,1,34
0.675,ru,1,1,11,1,40
0.517,ko,3,1,11,1,24
0.54,ko,3,1,11,1,33
0.553,ko,3,1,11,1,39
0.651,ko,3,1,11,1,45
0.557,re,1,1,11,1,13
0.832,re,1,1,11,1,23
0.735,re,1,1,11,1,31
0.868,re,1,1,11,1,41
0.487,fu,2,1,11,1,8
0.87,fu,2,1,11,1,15
0.553,fu,2,1,11,1,29
0.834,fu,2,1,11,1,42
0.584,ni,3,1,11,1,12
0.736,ni,3,1,11,1,21
0.618,ni,3,1,11,1,27
0.77,ni,3,1,11,1,37
0.534,ge,2,1,11,1,5
0.741,ge,2,1,11,1,14
0.625,ge,2,1,11,1,32
0.587,ge,2,1,11,1,44
