RT,Syllable,Position,Block,Subject,Condition,Trial
0.686,fe,1,1,11,1,31
0.887,fe,1,1,11,1,38
0.801,fe,1,1,11,1,44
0.401,ta,1,1,12,1,7
0.402,ta,1,1,12,1,13
0.316,ta,1,1,12,1,27
0.386,ti,2,1,12,1,11
0.555,ti,2,1,12,1,29
0.509,ti,2,1,12,1,38
0.435,me,3,1,12,1,6
0.351,me,3,1,12,1,14
0.291,me,3,1,12,1,20
0.439,me,3,1,12,1,39
0.354,pu,2,1,12,1,7
0.952,pu,2,1,12,1,30
0.567,pu,2,1,12,1,35
0.418,pu,2,1,12,1,41
0.403,su,3,1,12,1,6
0.449,su,3,1,12,1,18
0.453,su,3,1,12,1,24
0.356,su,3,1,12,1,32
0.334,ru,1,1,12,1,6
0.44,ru,1,1,12,1,28
0.449,ru,1,1,12,1,34
0.401,ru,1,1,12,1,40
0.618,ko,3,1,12,1,9
0.551,ko,3,1,12,1,15
0.467,ko,3,1,12,1,30
0.501,ko,3,1,12,1,42
0.399,re,1,1,12,1,4
0.322,re,1,1,12,1,12
0.394,re,1,1,12,1,31
0.483,re,1,1,12,1,43
0.443,fu,2,1,12,1,5
0.419,fu,2,1,12,1,17
0.402,fu,2,1,12,1,26
0.619,fu,2,1,12,1,32
0.472,ni,3,1,12,1,12
0.467,ni,3,1,12,1,27
0.502,ni,3,1,12,1,36
0.502,ni,3,1,12,1,42
0.791,ge,2,1,12,1,6
0.357,ge,2,1,12,1,16
0.458,ge,2,1,12,1,23
0.202,ge,2,1,12,1,34
0.583,fe,1,1,12,1,10
0.474,fe,1,1,12,1,19
0.507,fe,1,1,12,1,34
0.425,fe,1,1,12,1,40
0.488,me,3,2,12,1,6
0.386,me,3,2,12,1,33
0.419,me,3,2,12,1,42
0.449,ti,2,2,12,1,8
0.402,ti,2,2,12,1,20
0.502,ti,2,2,12,1,26
0.402,ti,2,2,12,1,35
0.535,ta,1,2,12,1,37
0.559,ta,1,2,12,1,43
0.384,pu,2,2,12,1,8
0.502,pu,2,2,12,1,14
0.487,pu,2,2,12,1,26
0.434,pu,2,2,12,1,35
0.499,ko,3,2,12,1,24
0.427,ko,3,2,12,1,33
0.486,ko,3,2,12,1,39
0.505,ko,3,2,12,1,45
0.4,fe,1,2,12,1,10
0.459,fe,1,2,12,1,19
0.478,fe,1,2,12,1,34
0.624,fe,1,2,12,1,40
0.692,ge,2,2,12,1,5
0.419,ge,2,2,12,1,17
0.186,ge,2,2,12,1,28
0.219,ge,2,2,12,1,40
0.485,ru,1,2,12,1,4
0.417,ru,1,2,12,1,25
0.6,ru,1,2,12,1,34
0.504,ru,1,2,12,1,43
0.418,su,3,2,12,1,9
0.436,su,3,2,12,1,21
0.523,su,3,2,12,1,27
0.184,su,3,2,12,1,35
0.588,re,1,2,12,1,4
0.5,re,1,2,12,1,25
0.54,re,1,2,12,1,31
0.543,re,1,2,12,1,40
0.439,ni,3,2,12,1,6
0.406,ni,3,2,12,1,27
0.484,ni,3,2,12,1,36
0.587,ni,3,2,12,1,45
0.419,fu,2,2,12,1,8
0.401,fu,2,2,12,1,20
0.387,fu,2,2,12,1,38
0.403,pu,2,3,12,1,8
0.486,pu,2,3,12,1,14
0.189,pu,2,3,12,1,19
0.418,pu,2,3,12,1,35
0.466,ta,1,3,12,1,16
0.618,ta,1,3,12,1,28
0.556,ta,1,3,12,1,40
0.559,me,3,3,12,1,15
0.318,me,3,3,12,1,23
0.388,me,3,3,12,1,33
0.285,me,3,3,12,1,41
0.484,fe,1,3,12,1,4
0.439,fe,1,3,12,1,22
0.433,fe,1,3,12,1,37
0.467,ko,3,3,12,1,9
0.472,ko,3,3,12,1,30
0.5,ko,3,3,12,1,42
0.417,ti,2,3,12,1,14
0.421,ti,2,3,12,1,32
0.493,ti,2,3,12,1,38
0.51,ti,2,3,12,1,44
0.483,ni,3,3,12,1,9
0.439,ni,3,3,12,1,15
0.404,ni,3,3,12,1,21
0.536,ni,3,3,12,1,36
0.418,re,1,3,12,1,4
0.486,re,1,3,12,1,13
0.603,re,1,3,12,1,19
0.484,re,1,3,12,1,37
0.387,fu,2,3,12,1,11
0.799,fu,2,3,12,1,18
0.185,fu,2,3,12,1,28
0.386,fu,2,3,12,1,41
0.467,ru,1,3,12,1,7
0.517,ru,1,3,12,1,13
0.507,ru,1,3,12,1,19
0.389,ru,1,3,12,1,34
0.171,ge,2,3,12,1,4
0.432,ge,2,3,12,1,17
0.419,ge,2,3,12,1,23
0.118,ge,2,3,12,1,34
0.451,su,3,3,12,1,6
0.503,su,3,3,12,1,12
0.441,su,3,3,12,1,36
0.489,su,3,3,12,1,45
0.371745,re,3,1,21,3,6
0.099695,re,3,1,21,3,20
0.2182,re,3,1,21,3,29
0.062715,re,3,1,21,3,41
0.45888,su,2,1,21,3,8
0.48686,su,2,1,21,3,29
0.433165,su,2,1,21,3,38
0.552275,su,2,1,21,3,44
0.44341,fu,1,1,21,3,7
0.120255,fu,1,1,21,3,15
0.616885,fu,1,1,21,3,22
0.042035,fu,1,1,21,3,36
0.475605,ni,2,1,21,3,11
0.55177,ni,2,1,21,3,17
0.951865,ni,2,1,21,3,33
0.487895,ni,2,1,21,3,41
0.41915,ta,3,1,21,3,18
0.742365,ta,3,1,21,3,25
0.91729,ta,3,1,21,3,34
0.367975,ta,3,1,21,3,42
0.493645,ti,1,1,21,3,22
0.584625,ti,1,1,21,3,28
0.54198,ti,1,1,21,3,37
0.423525,ti,1,1,21,3,43
0.73932,me,2,1,21,3,21
0.199675,me,2,1,21,3,28
0.534235,me,2,1,21,3,38
0.813105,pu,1,1,21,3,11
0.55648,pu,1,1,21,3,16
0.529435,pu,1,1,21,3,28
0.50485,pu,1,1,21,3,40
1.107055,fe,3,1,21,3,14
0.9057,fe,3,1,21,3,28
0.388505,fe,3,1,21,3,33
0.133655,fe,3,1,21,3,38
0.51644,ge,1,1,21,3,4
0.633725,ge,1,1,21,3,19
0.552585,ge,1,1,21,3,28
0.468885,ge,1,1,21,3,40
0.49823,ru,3,1,21,3,6
0.405805,ru,3,1,21,3,21
0.43858,ru,3,1,21,3,30
0.409645,ru,3,1,21,3,42
0.46711,ko,2,1,21,3,8
0.536115,ko,2,1,21,3,14
0.551055,ko,2,1,21,3,29
0.41735,ko,2,1,21,3,41
0.48837,ni,2,2,21,3,5
0.45237,ni,2,2,21,3,20
0.13462,ni,2,2,21,3,28
0.6443,ni,2,2,21,3,41
0.471235,fu,1,2,21,3,7
0.48376,fu,1,2,21,3,16
0.68562,fu,1,2,21,3,22
0.398015,re,3,2,21,3,12
0.217115,re,3,2,21,3,17
0.53612,re,3,2,21,3,24
0.380525,re,3,2,21,3,36
0.801965,ti,1,2,21,3,11
0.50111,ti,1,2,21,3,25
0.617,ti,1,2,21,3,37
0.50358,ta,3,2,21,3,18
0.45,ta,3,2,21,3,24
0.454965,ta,3,2,21,3,42
0.57252,su,2,2,21,3,5
0.488945,su,2,2,21,3,20
0.78627,su,2,2,21,3,33
1.1577,su,2,2,21,3,40
0.58347,ru,3,2,21,3,6
0.53417,ru,3,2,21,3,18
0.109745,ru,3,2,21,3,23
0.488295,ge,1,2,21,3,4
0.88421,ge,1,2,21,3,35
0.54234,ko,2,2,21,3,5
0.536965,ko,2,2,21,3,20
0.593895,pu,1,2,21,3,4
0.234295,pu,1,2,21,3,15
0.53247,pu,1,2,21,3,28
0.139625,me,2,2,21,3,19
0.49855,me,2,2,21,3,26
0.48635,fe,3,2,21,3,9
0.514765,fe,3,2,21,3,39
0.48395,fe,3,2,21,3,45
0.633815,fu,1,3,21,3,7
0.641935,fu,1,3,21,3,34
0.469145,su,2,3,21,3,8
0.672805,su,2,3,21,3,29
0.667665,su,2,3,21,3,38
0.4226,su,2,3,21,3,44
0.43411,re,3,3,21,3,9
0.1509,re,3,3,21,3,23
0.416415,re,3,3,21,3,33
0.96591,re,3,3,21,3,46
0.55145,ni,2,3,21,3,5
0.505765,ni,2,3,21,3,23
0.77515,ni,2,3,21,3,30
0.61683,fe,3,3,21,3,9
0.277655,fe,3,3,21,3,29
0.426875,fe,3,3,21,3,39
0.388525,fe,3,3,21,3,45
0.38598,pu,1,3,21,3,10
0.66808,pu,1,3,21,3,16
0.539995,pu,1,3,21,3,31
0.75985,pu,1,3,21,3,41
0.53382,ta,3,3,21,3,9
0.47453,ta,3,3,21,3,15
0.453965,ta,3,3,21,3,30
0.46733,ta,3,3,21,3,42
0.57011,ge,1,3,21,3,13
0.449535,ge,1,3,21,3,22
0.4003,ge,1,3,21,3,34
0.467445,ge,1,3,21,3,43
0.450645,ko,2,3,21,3,17
0.467465,ko,2,3,21,3,32
0.502655,ko,2,3,21,3,41
0.000695,ru,3,3,21,3,5
0.567455,ru,3,3,21,3,18
0.117685,ru,3,3,21,3,23
0.47309,ru,3,3,21,3,30
0.55685,me,2,3,21,3,5
0.53366,me,2,3,21,3,11
0.43974,me,2,3,21,3,35
0.445325,ti,1,3,21,3,4
0.157425,ti,1,3,21,3,9
0.800815,ti,1,3,21,3,38
0.515585,pu,2,1,22,1,5
0.600325,pu,2,1,22,1,26
0.548435,pu,2,1,22,1,35
0.534,pu,2,1,22,1,44
0.15178,ta,1,1,22,1,21
0.66697,ta,1,1,22,1,31
0.66565,ta,1,1,22,1,37
0.58713,ta,1,1,22,1,43
0.555765,me,3,1,22,1,6
0.565095,me,3,1,22,1,18
0.51517,me,3,1,22,1,24
0.61967,me,3,1,22,1,36
0.65098,fe,1,1,22,1,4
0.725825,fe,1,1,22,1,11
0.67393,fe,1,1,22,1,34
0.560045,fe,1,1,22,1,43
0.48217,ko,3,1,22,1,12
0.58422,ko,3,1,22,1,18
0.521315,ko,3,1,22,1,30
0.55932,ko,3,1,22,1,42
0.775785,ti,2,1,22,1,6
0.13169,ti,2,1,22,1,22
0.66725,ti,2,1,22,1,29
0.665805,ti,2,1,22,1,38
0.634245,ni,3,1,22,1,9
0.56605,ni,3,1,22,1,36
0.632105,ni,3,1,22,1,42
0.61899,re,1,1,22,1,4
0.587365,re,1,1,22,1,13
0.77114,re,1,1,22,1,20
0.62552,fu,2,1,22,1,11
0.668065,fu,2,1,22,1,23
0.6213,fu,2,1,22,1,32
0.576045,fu,2,1,22,1,44
0.601265,ru,1,1,22,1,16
0.57837,ru,1,1,22,1,25
0.61682,ru,1,1,22,1,34
0.60916,ru,1,1,22,1,40
0.56763,ge,2,1,22,1,8
0.535925,ge,2,1,22,1,29
0.574495,ge,2,1,22,1,38
0.55112,ge,2,1,22,1,44
0.61557,su,3,1,22,1,6
0.520685,su,3,1,22,1,18
0.620705,su,3,1,22,1,24
0.53437,su,3,1,22,1,33
0.61365,ta,1,2,22,1,7
0.667345,ta,1,2,22,1,13
0.68364,ta,1,2,22,1,28
0.56556,ta,1,2,22,1,40
0.615815,ti,2,2,22,1,5
0.965825,ti,2,2,22,1,36
0.556405,me,3,2,22,1,6
0.51721,me,3,2,22,1,15
0.588865,me,3,2,22,1,33
0.50537,me,3,2,22,1,45
0.572885,pu,2,2,22,1,11
0.6646,pu,2,2,22,1,26
0.540655,su,3,2,22,1,12
0.547815,su,3,2,22,1,18
0.61363,su,3,2,22,1,30
0.571265,su,3,2,22,1,39
0.586015,ru,1,2,22,1,7
0.79937,ru,1,2,22,1,14
0.66771,ru,1,2,22,1,37
0.53479,ru,1,2,22,1,43
0.56461,ko,3,2,22,1,12
0.799125,ko,3,2,22,1,19
0.60148,ko,3,2,22,1,30
0.58803,ko,3,2,22,1,42
0.582205,re,1,2,22,1,13
0.6182,re,1,2,22,1,31
0.532495,re,1,2,22,1,40
0.618195,fu,2,2,22,1,11
0.57363,fu,2,2,22,1,17
0.539995,fu,2,2,22,1,29
0.58234,fu,2,2,22,1,41
0.63419,ni,3,2,22,1,12
0.650605,ni,3,2,22,1,21
0.65855,ni,3,2,22,1,36
0.54759,ge,2,2,22,1,8
0.742325,ge,2,2,22,1,15
0.556785,ge,2,2,22,1,20
0.522665,ge,2,2,22,1,32
0.598755,fe,1,2,22,1,10
0.76817,fe,1,2,22,1,20
0.6518,fe,1,2,22,1,34
0.65367,fe,1,2,22,1,40
0.582675,me,3,3,22,1,15
0.48479,me,3,3,22,1,21
0.55556,me,3,3,22,1,33
0.455545,me,3,3,22,1,45
0.61133,ti,2,3,22,1,5
0.65044,ti,2,3,22,1,17
0.79122,ti,2,3,22,1,24
0.64197,ti,2,3,22,1,32
0.63501,ta,1,3,22,1,10
0.601485,ta,1,3,22,1,16
0.634235,ta,1,3,22,1,28
0.68447,ta,1,3,22,1,40
0.65894,pu,2,3,22,1,17
0.600835,pu,2,3,22,1,35
0.666655,pu,2,3,22,1,41
0.592665,ko,3,3,22,1,6
0.584085,ko,3,3,22,1,18
0.658985,ko,3,3,22,1,27
0.801555,ko,3,3,22,1,34
0.567205,fe,1,3,22,1,10
0.609185,fe,1,3,22,1,16
0.884645,fe,1,3,22,1,29
0.82039,fe,1,3,22,1,38
0.55254,ge,2,3,22,1,8
0.559325,ge,2,3,22,1,29
0.56765,ge,2,3,22,1,38
0.514245,ge,2,3,22,1,44
0.599535,ru,1,3,22,1,7
0.610205,ru,1,3,22,1,13
0.643435,ru,1,3,22,1,34
0.593015,su,3,3,22,1,6
0.502435,su,3,3,22,1,24
0.58454,su,3,3,22,1,30
0.52699,su,3,3,22,1,39
0.598535,re,1,3,22,1,7
0.72614,re,1,3,22,1,14
1.116045,re,1,3,22,1,21
0.584455,re,1,3,22,1,31
0.595115,ni,3,3,22,1,12
0.618305,ni,3,3,22,1,27
0.526905,ni,3,3,22,1,36
0.7923,ni,3,3,22,1,43
0.551035,fu,2,3,22,1,11
0.60075,fu,2,3,22,1,26
0.565465,fu,2,3,22,1,35
1.024125,fu,2,3,22,1,42
0.570895,pu,2,1,23,1,17
0.327985,pu,2,1,23,1,25
0.301025,pu,2,1,23,1,34
0.294205,pu,2,1,23,1,40
0.386085,ta,1,1,23,1,10
0.28441,ta,1,1,23,1,21
0.46031,ta,1,1,23,1,31
0.382515,ta,1,1,23,1,43
0.383295,me,3,1,23,1,6
0.301225,me,3,1,23,1,26
0.438015,me,3,1,23,1,33
0.401005,me,3,1,23,1,42
0.38338,fe,1,1,23,1,4
0.43581,fe,1,1,23,1,10
0.316355,fe,1,1,23,1,33
0.316835,ko,3,1,23,1,11
0.42563,ko,3,1,23,1,18
0.444915,ti,2,1,23,1,23
0.47113,ti,2,1,23,1,29
0.373315,ti,2,1,23,1,44
0.427585,ni,3,1,23,1,30
0.431755,ni,3,1,23,1,36
0.401905,ni,3,1,23,1,42
0.41626,re,1,1,23,1,28
0.53436,re,1,1,23,1,37
0.52512,re,1,1,23,1,43
0.40086,fu,2,1,23,1,11
0.524765,fu,2,1,23,1,17
0.37068,fu,2,1,23,1,29
0.469305,fu,2,1,23,1,41
0.425935,ru,1,1,23,1,10
0.432525,ru,1,1,23,1,19
0.62,ru,1,1,23,1,25
0.41224,ru,1,1,23,1,34
0.375285,ge,2,1,23,1,5
0.092035,ge,2,1,23,1,31
0.24064,ge,2,1,23,1,43
0.3167,su,3,1,23,1,20
0.535225,su,3,1,23,1,27
0.42748,su,3,1,23,1,36
0.412045,me,3,2,23,1,15
0.38631,me,3,2,23,1,21
0.39547,me,3,2,23,1,33
0.40012,me,3,2,23,1,45
0.416805,ti,2,2,23,1,5
0.485555,ti,2,2,23,1,11
0.40213,ti,2,2,23,1,35
0.369185,ti,2,2,23,1,44
0.41416,ta,1,2,23,1,19
0.523875,ta,1,2,23,1,25
0.51326,ta,1,2,23,1,37
0.30911,pu,2,2,23,1,10
0.42999,pu,2,2,23,1,20
0.384375,pu,2,2,23,1,26
0.313945,pu,2,2,23,1,43
0.396725,ko,3,2,23,1,6
0.385005,ko,3,2,23,1,18
0.410615,ko,3,2,23,1,27
0.43334,ko,3,2,23,1,33
0.37751,fe,1,2,23,1,7
0.378055,fe,1,2,23,1,19
0.55012,fe,1,2,23,1,25
0.419265,fe,1,2,23,1,34
0.383945,ge,2,2,23,1,5
0.38047,ge,2,2,23,1,14
0.442195,ge,2,2,23,1,20
0.573195,ru,1,2,23,1,4
0.436275,ru,1,2,23,1,25
0.406315,ru,1,2,23,1,34
0.42654,ru,1,2,23,1,43
0.38592,su,3,2,23,1,9
0.4148,su,3,2,23,1,21
0.44996,su,3,2,23,1,27
0.434105,su,3,2,23,1,36
0.448035,re,1,2,23,1,7
0.457585,re,1,2,23,1,28
0.434695,re,1,2,23,1,37
0.55516,re,1,2,23,1,43
0.417525,ni,3,2,23,1,12
0.38338,ni,3,2,23,1,21
0.42575,ni,3,2,23,1,27
0.419545,ni,3,2,23,1,36
0.639325,fu,2,2,23,1,5
0.366945,fu,2,2,23,1,17
0.80874,fu,2,2,23,1,30
0.39511,fu,2,2,23,1,41
0.43401,ta,1,3,23,1,10
0.450185,ta,1,3,23,1,22
0.487975,ta,1,3,23,1,31
0.573655,ta,1,3,23,1,43
0.467055,ti,2,3,23,1,11
0.55208,ti,2,3,23,1,23
0.476645,ti,2,3,23,1,29
0.389085,ti,2,3,23,1,44
0.401645,me,3,3,23,1,15
0.38575,me,3,3,23,1,33
0.43281,me,3,3,23,1,42
0.36406,pu,2,3,23,1,8
0.301555,pu,2,3,23,1,13
0.273945,pu,2,3,23,1,34
0.389595,su,3,3,23,1,9
0.366755,su,3,3,23,1,21
0.514025,su,3,3,23,1,27
0.39481,ru,1,3,23,1,4
0.51126,ru,1,3,23,1,25
0.42477,ru,1,3,23,1,34
0.46666,ru,1,3,23,1,43
0.379355,ko,3,3,23,1,15
0.42487,ko,3,3,23,1,21
0.68063,ko,3,3,23,1,45
0.555275,re,1,3,23,1,4
0.422595,re,1,3,23,1,13
0.483455,re,1,3,23,1,31
0.53357,re,1,3,23,1,43
0.584485,fu,2,3,23,1,11
0.367075,fu,2,3,23,1,26
0.38904,fu,2,3,23,1,35
0.48414,fu,2,3,23,1,41
0.404965,ni,3,3,23,1,9
0.46654,ni,3,3,23,1,15
0.51583,ni,3,3,23,1,27
0.383455,ni,3,3,23,1,36
0.400585,ge,2,3,23,1,5
0.37879,ge,2,3,23,1,26
0.433345,ge,2,3,23,1,32
0.409655,ge,2,3,23,1,41
0.43671,fe,1,3,23,1,4
0.4586,fe,1,3,23,1,22
0.474415,fe,1,3,23,1,28
0.38327,fe,1,3,23,1,37
0.63863,ko,1,1,24,5,4
0.527125,ko,1,1,24,5,13
0.506795,ko,1,1,24,5,25
0.6172,ko,1,1,24,5,40
0.686085,fe,2,1,24,5,14
0.60042,fe,2,1,24,5,23
0.78475,fe,2,1,24,5,36
0.51008,fe,2,1,24,5,44
0.60738,ge,3,1,24,5,18
0.440125,ge,3,1,24,5,27
0.301665,ge,3,1,24,5,44
0.616795,ru,2,1,24,5,8
0.634335,ru,2,1,24,5,20
0.80475,ru,2,1,24,5,27
0.62004,ru,2,1,24,5,38
0.66662,ti,3,1,24,5,9
0.51212,ti,3,1,24,5,30
0.518165,ti,3,1,24,5,36
0.402625,ti,3,1,24,5,45
0.649335,ni,1,1,24,5,10
0.55817,ni,1,1,24,5,25
0.64946,ni,1,1,24,5,31
0.13729,ni,1,1,24,5,42
0.65571,fu,3,1,24,5,6
0.52516,fu,3,1,24,5,15
0.502165,fu,3,1,24,5,24
0.452705,fu,3,1,24,5,30
0.583085,me,1,1,24,5,7
0.61729,me,1,1,24,5,31
0.78309,me,1,1,24,5,38
0.501705,ta,2,1,24,5,14
0.48446,ta,2,1,24,5,23
0.46462,ta,2,1,24,5,29
0.61705,pu,3,1,24,5,9
0.42738,pu,3,1,24,5,21
0.43325,pu,3,1,24,5,27
0.50396,re,2,1,24,5,20
0.407545,re,2,1,24,5,32
0.45058,re,2,1,24,5,41
0.4515,su,1,1,24,5,4
0.62446,su,1,1,24,5,10
0.515535,su,1,1,24,5,22
0.60121,su,1,1,24,5,37
0.019335,ge,3,2,24,5,20
0.26792,ge,3,2,24,5,26
0.28263,ge,3,2,24,5,35
0.317165,ge,3,2,24,5,44
0.65183,fe,2,2,24,5,8
0.48279,fe,2,2,24,5,29
0.59171,fe,2,2,24,5,35
0.38575,fe,2,2,24,5,44
0.55904,ko,1,2,24,5,13
0.542915,ko,1,2,24,5,25
0.575495,ko,1,2,24,5,34
0.609505,ko,1,2,24,5,43
0.68625,ru,2,2,24,5,11
0.584455,ru,2,2,24,5,23
0.73583,ru,2,2,24,5,33
0.600465,fu,3,2,24,5,9
0.601205,fu,3,2,24,5,18
0.47346,fu,3,2,24,5,30
0.419665,fu,3,2,24,5,39
0.55554,su,1,2,24,5,4
0.610245,su,1,2,24,5,10
0.60842,su,1,2,24,5,22
0.46091,su,1,2,24,5,37
0.805705,re,2,2,24,5,18
0.24334,re,2,2,24,5,25
0.45983,re,2,2,24,5,35
0.86738,ni,1,2,24,5,14
0.543795,ni,1,2,24,5,19
0.564125,ti,3,2,24,5,9
0.620375,ti,3,2,24,5,30
0.47637,ti,3,2,24,5,36
0.442335,ti,3,2,24,5,45
0.89009,me,1,2,24,5,14
0.52725,me,1,2,24,5,22
0.602415,me,1,2,24,5,31
0.60116,me,1,2,24,5,43
0.55304,pu,3,2,24,5,12
0.581045,pu,3,2,24,5,18
0.46909,pu,3,2,24,5,24
0.52713,pu,3,2,24,5,39
0.466,ta,2,2,24,5,14
0.442795,ta,2,2,24,5,23
0.435665,ta,2,2,24,5,32
0.634955,ta,2,2,24,5,38
0.652,ru,2,3,24,5,11
0.601335,ru,2,3,24,5,26
0.539715,ru,2,3,24,5,44
0.58304,ko,1,3,24,5,4
0.84471,ko,1,3,24,5,14
0.515715,ko,1,3,24,5,22
0.601415,ko,1,3,24,5,28
0.226205,ge,3,3,24,5,17
0.109205,ge,3,3,24,5,26
0.436,ge,3,3,24,5,36
0.451125,ge,3,3,24,5,45
0.65446,su,1,3,24,5,7
0.63096,su,1,3,24,5,16
0.55816,su,1,3,24,5,40
0.605875,fu,3,3,24,5,27
0.634,fu,3,3,24,5,36
0.751535,fe,2,3,24,5,6
0.517085,fe,2,3,24,5,14
0.501375,fe,2,3,24,5,32
0.51779,fe,2,3,24,5,41
0.82654,pu,3,3,24,5,13
0.460705,pu,3,3,24,5,27
0.573755,pu,3,3,24,5,33
0.36904,pu,3,3,24,5,45
0.623745,me,1,3,24,5,7
0.53525,me,1,3,24,5,19
0.78459,me,1,3,24,5,32
1.00895,me,1,3,24,5,38
0.49554,ta,2,3,24,5,14
0.532795,ta,2,3,24,5,23
0.51742,ta,2,3,24,5,32
0.900915,ta,2,3,24,5,39
0.682375,ni,1,3,24,5,7
0.486,ni,1,3,24,5,19
0.63921,ni,1,3,24,5,34
